escenario,fpr,tpr
sin DP,0.18828259620907525,0.35381964388282594
sin DP,0.19115450890292934,0.36082711085582997
sin DP,0.19368179207352096,0.36737507179781737
sin DP,0.19609419873635842,0.3712808730614589
sin DP,0.1983917288914417,0.3784032165422171
sin DP,0.200689259046525,0.3819643882825962
sin DP,0.20264215967834578,0.3886272257323377
sin DP,0.2048248133256749,0.3939115450890293
sin DP,0.2071223434807582,0.39896611143021254
sin DP,0.2103388856978748,0.40459506031016657
sin DP,0.2122917863296956,0.4128661688684664
sin DP,0.2148190695002872,0.41952900631820794
sin DP,0.21711659965537047,0.4243538196438828
sin DP,0.21952900631820793,0.4334290637564618
sin DP,0.22240091901206202,0.4399770246984492
sin DP,0.22492820218265364,0.4472142446869615
sin DP,0.2273406088454911,0.45226881102814476
sin DP,0.22940838598506605,0.4585870189546238
sin DP,0.2318207926479035,0.46628374497415276
sin DP,0.2337736932797243,0.4737507179781735
sin DP,0.23584147041929926,0.4785755313038484
sin DP,0.23802412406662837,0.48466398621481904
sin DP,0.2414704192992533,0.4902929350947731
sin DP,0.24365307294658242,0.49488799540493966
sin DP,0.24641010913268235,0.5004020677771396
sin DP,0.24928202182653647,0.5043078690407812
sin DP,0.2521539345203906,0.5123492245835727
sin DP,0.25479609419873633,0.5183228029867892
sin DP,0.2575531303848363,0.5244112578977599
sin DP,0.26008041355542794,0.5285468121769098
sin DP,0.26226306720275705,0.5316484778862722
sin DP,0.26479035037334864,0.5372774267662263
sin DP,0.26800689259046523,0.5418724870763929
sin DP,0.27064905226881103,0.5484204480183802
sin DP,0.27352096496266515,0.5526708788052843
sin DP,0.27627800114876505,0.5585295807007467
sin DP,0.27937966685812754,0.5638139000574383
sin DP,0.28248133256749,0.5693279724296382
sin DP,0.28500861573808156,0.5739230327398047
sin DP,0.288799540493969,0.5809304997128087
sin DP,0.2915565766800689,0.5849511774842044
sin DP,0.29408385985066055,0.5911545089029293
sin DP,0.2967260195290063,0.5963239517518667
sin DP,0.2991384261918438,0.6025272831705916
sin DP,0.3015508328546812,0.6088454910970706
sin DP,0.30488225157955195,0.6136703044227455
sin DP,0.3070649052268811,0.6187248707639288
sin DP,0.30970706490522687,0.6233199310740953
sin DP,0.31234922458357267,0.6282596209075244
sin DP,0.31533601378518095,0.6340034462952326
sin DP,0.3176335439402642,0.6369902354968409
sin DP,0.32096496266513497,0.6429638139000574
sin DP,0.32395175186674324,0.647558874210224
sin DP,0.3276278001148765,0.6518093049971281
sin DP,0.3296955772544515,0.6562894887995405
sin DP,0.3324526134405514,0.6607696726019529
sin DP,0.3353245261344055,0.6658242389431361
sin DP,0.3381964388282596,0.6711085582998277
sin DP,0.34106835152211373,0.6762780011487651
sin DP,0.3435956346927053,0.6805284319356691
sin DP,0.3462377943710511,0.6855829982768524
sin DP,0.34910970706490524,0.6896036760482481
sin DP,0.3516369902354968,0.6924755887421022
sin DP,0.3540493968983343,0.6964962665134979
sin DP,0.3562320505456634,0.7002871912693854
sin DP,0.35898908673176333,0.7066053991958644
sin DP,0.3614014933946008,0.710511200459506
sin DP,0.36346927053417577,0.71751866743251
sin DP,0.3663411832280299,0.7238368753589891
sin DP,0.36967260195290064,0.7290063182079265
sin DP,0.3724296381390006,0.7339460080413556
sin DP,0.37553130384836303,0.7368179207352097
sin DP,0.377599080987938,0.7421022400919012
sin DP,0.38024124066628373,0.7452039058012636
sin DP,0.38219414129810453,0.7485353245261344
sin DP,0.38483630097645033,0.753130384836301
sin DP,0.38759333716255023,0.7577254451464676
sin DP,0.3905801263641585,0.7618609994256175
sin DP,0.3927627800114877,0.7662263067202757
sin DP,0.3962090752441126,0.7705916140149339
sin DP,0.3990809879379667,0.7756461803561172
sin DP,0.40241240666283745,0.7798966111430212
sin DP,0.4055140723721999,0.7841470419299253
sin DP,0.4096496266513498,0.7894313612866168
sin DP,0.41217690982194144,0.7924181504882252
sin DP,0.41539345203905803,0.7966685812751292
sin DP,0.41883974727168294,0.8002297530155084
sin DP,0.42148190695002874,0.8052843193566915
sin DP,0.4243538196438828,0.8093049971280873
sin DP,0.4269959793222286,0.8127512923607122
sin DP,0.4289488799540494,0.816771970132108
sin DP,0.43205054566341183,0.821022400919012
sin DP,0.4350373348650201,0.8249282021826536
sin DP,0.43882825962090755,0.8299827685238369
